location_type,FACILITY_ID,DOCTOR_ID,facility,facilitycode,roster_6a8,theta_mle
2,110505,11050508,5,278,4,0.6353999972343445
2,110505,11050509,5,278,4,0.8032670021057129
2,110505,11050510,5,278,4,0.037042099982500076
2,110606,11060601,6,279,4,-0.7865269780158997
2,110606,11060602,6,279,5,-0.5856590270996094
2,110606,11060603,6,279,6,0.31678301095962524
2,110606,11060604,6,279,6,-0.5287700295448303
2,110606,11060605,6,279,5,-0.10803599655628204
2,110606,11060606,6,279,5,-0.3657810091972351
2,110606,11060607,6,279,6,0.14090000092983246
2,110606,11060608,6,279,4,0.9315950274467468
2,110606,11060609,6,279,6,0.6610999703407288
2,110606,11060610,6,279,6,-0.9271450042724609
2,110707,11070701,7,280,6,-0.14220699667930603
2,110707,11070702,7,280,4,-1.1312600374221802
2,110707,11070703,7,280,4,0.16319400072097778
2,110707,11070704,7,280,4,0.47863298654556274
2,110707,11070705,7,280,4,-0.09469050168991089
2,110707,11070706,7,280,4,-1.4254300594329834
2,110707,11070707,7,280,6,0.7742869853973389
2,110707,11070708,7,280,4,-0.9133380055427551
2,110707,11070709,7,280,4,0.0845412015914917
2,110707,11070710,7,280,4,-0.19975000619888306
2,110808,11080801,8,281,4,0.6191700100898743
2,110808,11080802,8,281,4,0.3900650143623352
2,110808,11080803,8,281,4,-1.4845600128173828
2,110808,11080804,8,281,4,0.7504609823226929
2,110808,11080805,8,281,4,0.37689998745918274
2,110808,11080806,8,281,4,-1.4001599550247192
2,110808,11080807,8,281,4,-0.24473300576210022
2,110808,11080808,8,281,4,0.7471010088920593
2,110808,11080809,8,281,4,0.9723860025405884
2,110808,11080810,8,281,4,0.6667519807815552
2,110808,11080811,8,281,4,-0.370261013507843
2,110909,11090901,9,282,4,-0.5283420085906982
2,110909,11090902,9,282,4,0.4485839903354645
2,110909,11090903,9,282,4,-0.023351900279521942
2,110909,11090904,9,282,4,0.2501010000705719
2,110909,11090905,9,282,4,-0.15483200550079346
2,110909,11090906,9,282,5,-0.4654169976711273
2,110909,11090907,9,282,6,1.3569200038909912
2,110909,11090908,9,282,4,0.5291979908943176
2,110909,11090909,9,282,4,1.0151400566101074
2,110909,11090910,9,282,4,-0.39548298716545105
2,110909,11090911,9,282,4,-1.3575600385665894
2,111010,11101001,10,283,4,-1.1986299753189087
2,111010,11101002,10,283,6,1.2292900085449219
2,111010,11101003,10,283,4,1.111930012702942
2,111010,11101004,10,283,6,-1.0862699747085571
2,111010,11101005,10,283,4,-0.001935380045324564
2,111010,11101006,10,283,4,0.24478399753570557
2,520101,52010101,1,284,6,0.34610798954963684
2,520101,52010102,1,284,6,-0.7960669994354248
2,520101,52010103,1,284,7,1.022130012512207
2,520101,52010104,1,284,6,0.8341590166091919
2,520101,52010105,1,284,4,0.7842050194740295
2,520101,52010106,1,284,6,0.9616119861602783
2,520101,52010107,1,284,4,0.8821189999580383
2,520101,52010108,1,284,6,0.5128049850463867
2,520101,52010109,1,284,6,-0.39861100912094116
2,520101,52010110,1,284,8,0.11302600055932999
2,520202,52020201,2,285,6,-0.9076560139656067
2,520202,52020202,2,285,4,0.22669799625873566
2,520202,52020203,2,285,4,1.0560599565505981
2,520202,52020204,2,285,4,-0.11659099906682968
2,520202,52020205,2,285,4,0.2950960099697113
2,520202,52020206,2,285,6,0.7306259870529175
2,520202,52020207,2,285,4,0.5416210293769836
2,520202,52020208,2,285,4,-0.15604500472545624
2,520303,52030301,3,286,6,-1.4056199789047241
2,520303,52030302,3,286,6,1.4521199464797974
2,520303,52030303,3,286,5,0.27876099944114685
2,520303,52030304,3,286,6,0.39087098836898804
2,520303,52030305,3,286,6,0.6146889925003052
2,520303,52030306,3,286,4,1.032230019569397
2,520303,52030307,3,286,6,0.7077760100364685
2,520303,52030308,3,286,6,1.9598400592803955
2,520303,52030309,3,286,6,0.615759015083313
2,520303,52030310,3,286,6,1.8164700269699097
2,520404,52040401,4,287,4,-1.0710699558258057
2,520404,52040402,4,287,4,-0.15910600125789642
2,520404,52040403,4,287,6,0.34233200550079346
2,520404,52040404,4,287,4,0.16226400434970856
2,520404,52040405,4,287,6,-0.1667490005493164
2,520404,52040406,4,287,5,0.29723599553108215
2,520404,52040407,4,287,6,0.7166550159454346
2,520404,52040408,4,287,5,0.5172539949417114
2,520404,52040409,4,287,4,0.42680400609970093
2,520505,52050501,5,288,4,-0.029491199180483818
2,520505,52050502,5,288,6,-1.5970499515533447
2,520505,52050503,5,288,6,0.504800021648407
2,520505,52050504,5,288,4,-1.2339500188827515
2,520505,52050505,5,288,5,-0.2332870066165924
2,520505,52050506,5,288,6,0.9050689935684204
2,520505,52050507,5,288,6,0.5371209979057312
2,520606,52060601,6,289,6,-0.6838060021400452
2,520606,52060602,6,289,4,-0.030477400869131088
2,520606,52060603,6,289,4,-0.3240950107574463
2,520606,52060604,6,289,4,0.6616290211677551
2,520606,52060605,6,289,6,0.4936929941177368
2,520606,52060606,6,289,4,-0.7370700240135193
2,520606,52060607,6,289,6,0.12936100363731384
2,520606,52060608,6,289,6,-4.99547004699707
2,520707,52070701,7,290,6,-0.19491900503635406
2,520707,52070702,7,290,6,0.3637849986553192
2,520707,52070703,7,290,6,-0.3158769905567169
2,520707,52070704,7,290,6,0.4203279912471771
2,520707,52070705,7,290,6,0.036208800971508026
2,520707,52070706,7,290,8,0.4001150131225586
2,520707,52070707,7,290,6,-0.7173479795455933
2,520707,52070708,7,290,6,0.475475013256073
2,520707,52070709,7,290,6,1.0113500356674194
2,520707,52070710,7,290,4,0.7084180116653442
2,520808,52080801,8,291,6,-0.25917500257492065
2,520808,52080802,8,291,6,-0.5976030230522156
2,520808,52080803,8,291,8,0.5904039740562439
2,520808,52080804,8,291,6,0.24149300158023834
2,520808,52080805,8,291,6,1.0786399841308594
2,520808,52080806,8,291,6,0.18039299547672272
2,520808,52080807,8,291,6,0.6680539846420288
2,520808,52080808,8,291,7,0.5954449772834778
2,520808,52080809,8,291,6,0.35477399826049805
2,520808,52080810,8,291,6,0.755653977394104
2,520909,52090901,9,292,4,-0.8350970149040222
2,520909,52090902,9,292,4,-1.0786700248718262
2,520909,52090903,9,292,4,-0.5078150033950806
2,520909,52090904,9,292,6,0.6802129745483398
2,520909,52090905,9,292,4,0.6546750068664551
2,520909,52090906,9,292,4,0.45255500078201294
2,520909,52090907,9,292,4,0.20402400195598602
2,520909,52090908,9,292,6,-0.08972880244255066
2,520909,52090909,9,292,6,0.6628000140190125
2,520909,52090910,9,292,6,-0.08084479719400406
2,521010,52101001,10,293,6,-0.1311500072479248
2,521010,52101002,10,293,6,0.4678089916706085
2,521010,52101003,10,293,4,-0.023576699197292328
2,521010,52101004,10,293,4,-0.3725009858608246
2,521010,52101005,10,293,6,0.26664599776268005
2,521010,52101006,10,293,6,1.178920030593872
2,521010,52101007,10,293,6,1.2604800462722778
2,521010,52101008,10,293,5,0.7509899735450745
2,521010,52101009,10,293,6,0.2841910123825073
2,521010,52101010,10,293,5,0.7788500189781189
2,521111,52111101,11,294,4,-0.032394301146268845
2,521111,52111102,11,294,4,1.1702100038528442
2,521111,52111103,11,294,6,0.9385799765586853
2,521111,52111104,11,294,4,0.7599200010299683
2,521111,52111105,11,294,6,0.7674660086631775
2,521111,52111106,11,294,4,0.3278209865093231
2,521111,52111107,11,294,6,-0.17420099675655365
2,521111,52111108,11,294,4,0.36642199754714966
2,521111,52111109,11,294,6,-0.6943659782409668
2,660101,66010101,1,295,4,-0.9341809749603271
2,660101,66010102,1,295,6,-0.09063780307769775
2,660101,66010103,1,295,6,0.7880250215530396
2,660101,66010104,1,295,6,0.5609470009803772
2,660101,66010105,1,295,4,0.7215009927749634
2,660101,66010106,1,295,6,0.7104949951171875
2,660101,66010107,1,295,6,1.5692800283432007
2,660101,66010108,1,295,4,0.23726999759674072
2,660101,66010109,1,295,4,0.18501299619674683
2,660101,66010110,1,295,4,1.2277899980545044
2,660202,66020201,2,296,6,-2.159640073776245
2,660202,66020202,2,296,4,-2.0959300994873047
2,660202,66020203,2,296,6,-1.6871600151062012
2,660202,66020204,2,296,5,-0.3204199969768524
2,660202,66020205,2,296,5,-0.7067180275917053
2,660202,66020206,2,296,5,0.06661280244588852
2,660202,66020207,2,296,6,0.3253859877586365
2,660202,66020208,2,296,4,0.5538600087165833
2,660202,66020209,2,296,6,0.4827359914779663
2,660202,66020210,2,296,6,1.3054699897766113
2,660303,66030301,3,297,4,0.5349820256233215
2,660303,66030302,3,297,5,-1.4229600429534912
2,660303,66030303,3,297,5,0.09362539649009705
2,660303,66030304,3,297,6,1.1732200384140015
2,660303,66030305,3,297,4,0.08459450304508209
2,660303,66030306,3,297,6,0.32600799202919006
2,660303,66030307,3,297,6,0.2980479896068573
2,660303,66030308,3,297,6,0.9165040254592896
2,660303,66030309,3,297,4,1.3458800315856934
2,660303,66030310,3,297,6,0.5760369896888733
2,660404,66040401,4,298,4,-0.6617929935455322
2,660404,66040402,4,298,4,-1.137719988822937
2,660404,66040403,4,298,6,-0.15501399338245392
2,660404,66040404,4,298,6,-0.40876200795173645
2,660404,66040405,4,298,6,-0.2986389994621277
2,660404,66040406,4,298,6,-0.9599630236625671
2,660404,66040407,4,298,6,0.7899379730224609
2,660404,66040408,4,298,4,1.2818299531936646
2,660404,66040409,4,298,4,0.7780759930610657
2,660404,66040410,4,298,4,-0.5520169734954834
2,660606,66060601,6,299,4,-0.7525380253791809
2,660606,66060602,6,299,6,-0.3404569923877716
2,660606,66060603,6,299,6,-0.21942900121212006
2,660606,66060604,6,299,4,-0.383558988571167
2,660606,66060605,6,299,6,-0.10145200043916702
2,660606,66060606,6,299,6,0.3920289874076843
2,660606,66060607,6,299,4,0.31775200366973877
2,660606,66060608,6,299,6,0.6312969923019409
2,660606,66060609,6,299,4,0.33330899477005005
2,660606,66060610,6,299,4,-1.1137499809265137
2,660707,66070701,7,300,4,-0.9899500012397766
2,660707,66070702,7,300,4,-0.5219169855117798
2,660707,66070703,7,300,6,-0.026237400248646736
2,660707,66070704,7,300,5,1.0275100469589233
2,660707,66070705,7,300,4,-0.915893018245697
2,660707,66070706,7,300,5,-0.2769019901752472
2,660707,66070707,7,300,7,-2.530019998550415
2,660707,66070708,7,300,5,-1.1632200479507446
2,660707,66070709,7,300,4,-0.3509860038757324
2,660707,66070710,7,300,6,-0.9663569927215576
2,660808,66080801,8,301,4,-1.135740041732788
2,660808,66080802,8,301,4,-0.7847149968147278
2,660808,66080803,8,301,6,-1.2429300546646118
2,660808,66080804,8,301,4,-0.9882699847221375
2,660808,66080805,8,301,6,-0.6415600180625916
2,660808,66080806,8,301,5,-0.3990580141544342
2,660808,66080807,8,301,6,-0.19252699613571167
2,660808,66080808,8,301,4,-0.4104419946670532
2,660808,66080809,8,301,6,-0.0704742968082428
2,660808,66080810,8,301,6,-1.1048200130462646
2,660909,66090901,9,302,4,-0.3370969891548157
2,660909,66090902,9,302,4,-0.43896201252937317
2,660909,66090903,9,302,4,-0.16056400537490845
2,660909,66090904,9,302,6,-0.9727010130882263
2,660909,66090905,9,302,4,0.4610069990158081
2,660909,66090906,9,302,6,0.36684998869895935
2,660909,66090907,9,302,6,0.2898919880390167
2,660909,66090908,9,302,6,0.4613020122051239
2,660909,66090909,9,302,4,0.07564990222454071
2,660909,66090910,9,302,4,-0.9387940168380737
2,661010,66101001,10,303,6,-1.4572099447250366
2,661010,66101002,10,303,4,-0.06231389939785004
2,661010,66101003,10,303,4,-0.1146320030093193
2,661010,66101004,10,303,4,-0.3870129883289337
2,661010,66101005,10,303,4,-1.266950011253357
2,661010,66101006,10,303,4,-0.41737601161003113
2,661010,66101007,10,303,4,-1.6912100315093994
2,661010,66101008,10,303,6,-0.5796809792518616
2,661010,66101009,10,303,4,-0.9748089909553528
2,661010,66101010,10,303,4,-0.141867995262146
2,661111,66111101,11,304,6,-0.05028710141777992
2,661111,66111102,11,304,4,-0.5406330227851868
2,661111,66111103,11,304,6,-0.48763298988342285
2,661111,66111104,11,304,4,0.14709599316120148
2,661111,66111105,11,304,5,-1.0261499881744385
2,661111,66111106,11,304,4,-0.7780759930610657
2,661111,66111107,11,304,6,0.1654919981956482
2,661111,66111108,11,304,6,-0.4586850106716156
2,661111,66111109,11,304,4,-0.7723429799079895
2,661111,66111110,11,304,4,-1.2224299907684326
2,750101,75010101,1,305,6,0.23346200585365295
2,750101,75010102,1,305,4,0.9958969950675964
2,750101,75010103,1,305,4,0.30041301250457764
2,750101,75010104,1,305,6,0.26386499404907227
2,750101,75010105,1,305,6,0.5549179911613464
2,750101,75010106,1,305,4,1.309440016746521
2,750101,75010110,1,305,4,0.6205229759216309
2,750101,75010111,1,305,6,-0.8320320248603821
2,750101,75010112,1,305,6,0.8568459749221802
2,750101,75010113,1,305,4,-0.27636900544166565
2,750202,75020201,2,306,6,-1.0088000297546387
2,750202,75020202,2,306,4,-1.0886399745941162
2,750202,75020203,2,306,6,0.5958420038223267
2,750202,75020204,2,306,6,0.3584800064563751
2,750202,75020205,2,306,6,0.5770249962806702
2,750202,75020206,2,306,6,0.8872100114822388
2,750202,75020207,2,306,4,-0.20654000341892242
2,750202,75020208,2,306,5,0.39452698826789856
2,750202,75020209,2,306,4,0.7840420007705688
2,750202,75020210,2,306,6,0.5395439863204956
2,750202,75020211,2,306,4,-0.6058599948883057
2,750202,75020212,2,306,4,-0.8299750089645386
2,750303,75030301,3,307,6,-0.6698979735374451
2,750303,75030302,3,307,6,0.8393830060958862
2,750303,75030303,3,307,4,-1.0284700393676758
2,750303,75030304,3,307,4,-0.8426929712295532
2,750303,75030305,3,307,4,0.5139750242233276
2,750303,75030306,3,307,5,0.13273599743843079
2,750303,75030307,3,307,NA,0.4718810021877289
2,750303,75030308,3,307,4,0.5695809721946716
2,750303,75030309,3,307,6,-0.045939698815345764
2,750303,75030310,3,307,4,0.06041929870843887
2,750404,75040401,4,308,4,-0.6925029754638672
2,750404,75040402,4,308,4,-0.27106401324272156
2,750404,75040403,4,308,6,0.2739270031452179
2,750404,75040404,4,308,6,-1.3877099752426147
2,750404,75040405,4,308,4,-0.15818500518798828
2,750404,75040406,4,308,4,-1.2343499660491943
2,750404,75040407,4,308,5,-0.6979900002479553
2,750404,75040408,4,308,4,-0.5294119715690613
2,750404,75040409,4,308,6,0.6150040030479431
2,750404,75040410,4,308,4,-0.759227991104126
2,750505,75050501,5,309,6,-0.02337919920682907
2,750505,75050502,5,309,5,-0.8045690059661865
2,750505,75050503,5,309,4,-0.07668379694223404
2,750505,75050504,5,309,5,-1.0825899839401245
2,750505,75050505,5,309,5,-1.6751600503921509
2,750505,75050506,5,309,4,0.5633379817008972
2,750505,75050507,5,309,4,0.7710899710655212
2,750505,75050508,5,309,4,-0.23023399710655212
2,750505,75050509,5,309,4,-0.08830390125513077
2,750505,75050510,5,309,5,-0.5960749983787537
2,750606,75060601,6,310,4,0.03269730135798454
2,750606,75060602,6,310,5,0.05005760118365288
2,750606,75060603,6,310,5,0.2947379946708679
2,750606,75060604,6,310,5,0.4843659996986389
2,750606,75060605,6,310,NA,0.33579400181770325
2,750606,75060606,6,310,4,-0.08013779670000076
2,750606,75060607,6,310,4,-0.6743469834327698
2,750606,75060608,6,310,4,0.9690759778022766
2,750606,75060609,6,310,4,0.14009200036525726
2,750606,75060610,6,310,4,-0.37011000514030457
2,750606,75060611,6,310,4,0.2385610044002533
2,750707,75070701,7,311,6,-0.1506900042295456
2,750707,75070702,7,311,6,-0.8376830220222473
2,750707,75070703,7,311,4,-0.9473270177841187
2,750707,75070704,7,311,6,-1.1272399425506592
2,750707,75070705,7,311,5,0.5856789946556091
2,750707,75070706,7,311,6,-0.6735230088233948
2,750707,75070707,7,311,4,-0.5794479846954346
2,750707,75070708,7,311,5,0.6905080080032349
2,750707,75070709,7,311,4,0.006506349891424179
2,750707,75070710,7,311,5,0.20824000239372253
2,750808,75080801,8,312,4,0.18252700567245483
2,750808,75080802,8,312,4,-0.3457620143890381
2,750808,75080803,8,312,4,0.5871260166168213
2,750808,75080804,8,312,5,-0.35460999608039856
2,750808,75080805,8,312,4,0.6130279898643494
2,750808,75080806,8,312,6,1.1509599685668945
2,750808,75080807,8,312,6,0.2069759964942932
2,750808,75080808,8,312,4,-0.09084329754114151
2,750808,75080809,8,312,6,-0.48232799768447876
2,750808,75080810,8,312,6,-0.8766499757766724
2,750909,75090901,9,313,7,-0.6204410195350647
2,750909,75090902,9,313,6,-0.4153189957141876
2,750909,75090903,9,313,6,-0.8631389737129211
2,750909,75090904,9,313,6,-0.40928998589515686
2,750909,75090905,9,313,6,-0.9460430145263672
2,750909,75090906,9,313,4,-0.6375390291213989
2,750909,75090907,9,313,6,1.1754599809646606
2,750909,75090908,9,313,6,-0.19377200305461884
2,750909,75090909,9,313,8,0.5684289932250977
2,750909,75090910,9,313,4,0.47313401103019714
2,870101,87010101,1,314,4,0.2359980046749115
2,870101,87010102,1,314,6,0.606715977191925
2,870101,87010103,1,314,6,0.41885000467300415
2,870101,87010104,1,314,8,0.7941039800643921
2,870101,87010105,1,314,4,0.9327970147132874
2,870101,87010106,1,314,4,0.18488100171089172
2,870101,87010107,1,314,4,1.1791399717330933
2,870101,87010108,1,314,4,0.5087710022926331
2,870101,87010109,1,314,6,0.08080630004405975
2,870101,87010110,1,314,4,-1.607319951057434
2,870101,87010111,1,314,4,-0.3167949914932251
2,870202,87020201,2,315,6,-0.42531800270080566
2,870202,87020202,2,315,8,0.10568500310182571
2,870202,87020203,2,315,4,-0.9027789831161499
2,870202,87020204,2,315,5,0.5399600267410278
2,870202,87020205,2,315,6,0.1605450063943863
2,870202,87020206,2,315,NA,0.48262301087379456
2,870202,87020207,2,315,4,-0.4132300019264221
2,870202,87020208,2,315,4,0.5954949855804443
2,870202,87020209,2,315,6,0.6429449915885925
2,870202,87020210,2,315,6,0.4784190058708191
2,870303,87030301,3,316,7,-0.012736800126731396
2,870303,87030302,3,316,4,0.02141460031270981
2,870303,87030303,3,316,8,0.8127570152282715
2,870303,87030304,3,316,4,1.430899977684021
2,870303,87030305,3,316,4,0.7839409708976746
2,870303,87030306,3,316,6,0.8268790245056152
2,870303,87030307,3,316,4,0.3002380132675171
2,870303,87030308,3,316,4,-0.5092809796333313
2,870303,87030309,3,316,4,0.2407120019197464
2,870303,87030310,3,316,4,-0.7279070019721985
2,870404,87040401,4,317,4,0.028735799714922905
2,870404,87040402,4,317,6,-0.33556801080703735
2,870404,87040403,4,317,6,-0.22528299689292908
2,870404,87040404,4,317,4,-0.8091009855270386
2,870404,87040405,4,317,4,-0.282723993062973
2,870404,87040406,4,317,6,0.7007399797439575
2,870404,87040407,4,317,6,0.6906589865684509
2,870404,87040408,4,317,4,-0.17897699773311615
2,870404,87040409,4,317,6,0.5672399997711182
2,870404,87040410,4,317,6,0.4740400016307831
2,870505,87050501,5,318,5,-0.27228501439094543
2,870505,87050502,5,318,4,0.060556501150131226
2,870505,87050503,5,318,6,0.31468701362609863
2,870505,87050504,5,318,6,0.7605810165405273
2,870505,87050505,5,318,6,0.7632489800453186
2,870505,87050506,5,318,4,0.03682219982147217
2,870505,87050507,5,318,4,-0.947163999080658
2,870606,87060601,6,319,4,-0.5784289836883545
2,870606,87060602,6,319,4,0.11681400239467621
2,870606,87060603,6,319,6,0.4964810013771057
2,870606,87060604,6,319,4,-0.12061399966478348
2,870606,87060605,6,319,5,-0.05870550125837326
2,870606,87060606,6,319,4,-0.2025579959154129
2,870606,87060607,6,319,4,0.3634589910507202
2,870606,87060608,6,319,4,1.125
2,870606,87060609,6,319,4,0.45581498742103577
2,870606,87060610,6,319,5,0.2974179983139038
2,870707,87070701,7,320,4,-0.582381010055542
2,870707,87070702,7,320,6,-0.19639700651168823
2,870707,87070703,7,320,5,-0.8668959736824036
2,870707,87070704,7,320,4,0.38756099343299866
2,870707,87070705,7,320,6,-0.6420199871063232
2,870707,87070706,7,320,4,0.44538700580596924
2,870707,87070707,7,320,4,0.04158340021967888
2,870707,87070708,7,320,4,0.10063900053501129
2,870707,87070709,7,320,4,0.4654560089111328
2,870707,87070710,7,320,NA,1.053820013999939
2,870808,87080801,8,321,4,-0.22105899453163147
2,870808,87080802,8,321,4,-0.26037201285362244
2,870808,87080803,8,321,4,0.24896900355815887
2,870808,87080804,8,321,6,0.4152880012989044
2,870808,87080805,8,321,6,0.30832400918006897
2,870808,87080806,8,321,6,-0.11505900323390961
2,870808,87080807,8,321,4,0.6000069975852966
2,870808,87080808,8,321,6,0.18690699338912964
2,870808,87080809,8,321,6,0.3603050112724304
2,870808,87080810,8,321,4,0.7957720160484314
2,870909,87090901,9,322,4,0.0026493798941373825
2,870909,87090902,9,322,4,0.8998460173606873
2,870909,87090903,9,322,6,0.15294499695301056
2,870909,87090904,9,322,4,-0.259427011013031
2,870909,87090905,9,322,4,0.7789000272750854
2,870909,87090906,9,322,5,0.2853809893131256
2,870909,87090907,9,322,6,1.1525599956512451
2,870909,87090908,9,322,6,0.14328399300575256
2,870909,87090909,9,322,4,-0.11191300302743912
2,870909,87090910,9,322,4,-0.703823983669281
2,871010,87101001,10,323,6,0.11322800070047379
2,871010,87101002,10,323,5,-1.423140048980713
2,871010,87101003,10,323,6,0.3471589982509613
2,871010,87101004,10,323,6,-0.13424600660800934
2,871010,87101005,10,323,6,0.062293898314237595
2,871010,87101006,10,323,6,0.6049540042877197
2,871010,87101007,10,323,6,0.2024250030517578
2,871010,87101008,10,323,4,0.4538699984550476
2,871010,87101009,10,323,5,0.9149060249328613
2,871010,87101010,10,323,6,0.6755489706993103
2,871111,87111101,11,324,4,-0.4791310131549835
2,871111,87111102,11,324,6,0.5616390109062195
2,871111,87111103,11,324,6,0.35195401310920715
2,871111,87111104,11,324,6,0.8269100189208984
2,871111,87111105,11,324,6,0.16402600705623627
2,871111,87111106,11,324,6,0.35842999815940857
2,871111,87111107,11,324,6,-0.1789190024137497
2,871111,87111108,11,324,4,-1.294510006904602
2,871111,87111109,11,324,4,-0.8917210102081299
2,871111,87111110,11,324,4,0.3919599950313568
