location_type,FACILITY_ID,DOCTOR_ID,facility,facilitycode,roster_6a8,theta_mle
2,10909,1090907,9,255,6,1.4356399774551392
2,10909,1090908,9,255,6,0.7537400126457214
2,10909,1090909,9,255,6,1.0339100360870361
2,10909,1090910,9,255,6,1.0817300081253052
2,11010,1101001,10,256,5,-1.1456600427627563
2,11010,1101002,10,256,4,-0.2218330055475235
2,11010,1101003,10,256,4,-0.44784098863601685
2,11010,1101004,10,256,4,-0.2914089858531952
2,11010,1101005,10,256,5,-0.29649999737739563
2,11010,1101006,10,256,5,-0.10311199724674225
2,11010,1101007,10,256,5,-1.80594003200531
2,11010,1101008,10,256,6,1.448330044746399
2,11010,1101009,10,256,5,1.0198400020599365
2,11010,1101010,10,256,6,1.6347500085830688
2,11111,1111101,11,257,6,0.02796179987490177
2,11111,1111102,11,257,6,-0.9264529943466187
2,11111,1111103,11,257,6,0.7577300071716309
2,11111,1111104,11,257,6,0.4246959984302521
2,11111,1111105,11,257,5,0.1887190043926239
2,11111,1111106,11,257,4,0.4297870099544525
2,11111,1111107,11,257,6,-1.2500499486923218
2,11111,1111108,11,257,6,0.1864600032567978
2,11111,1111109,11,257,4,-0.7619969844818115
2,11111,1111110,11,257,8,-0.40238699316978455
2,11111,1111111,11,257,4,-1.261139988899231
2,11212,1121201,12,258,5,-0.6859139800071716
2,11212,1121202,12,258,5,0.0674867033958435
2,11212,1121203,12,258,8,0.20673100650310516
2,11212,1121204,12,258,6,0.15646100044250488
2,11212,1121205,12,258,5,0.3660059869289398
2,11313,1131301,13,259,6,0.2674899995326996
2,11313,1131302,13,259,6,0.8620690107345581
2,11313,1131303,13,259,4,0.21195800602436066
2,11313,1131304,13,259,4,0.0662693977355957
2,11313,1131305,13,259,4,-0.6923710107803345
2,11313,1131306,13,259,6,0.07827039808034897
2,11313,1131307,13,259,6,0.08966530114412308
2,11313,1131308,13,259,5,-0.32202500104904175
2,11313,1131309,13,259,5,0.7351570129394531
2,11313,1131310,13,259,6,0.12093599885702133
2,11414,1141401,14,260,6,1.646530032157898
2,11414,1141402,14,260,6,0.4975000023841858
2,11414,1141403,14,260,4,0.5451440215110779
2,11414,1141404,14,260,4,0.4495219886302948
2,11414,1141405,14,260,4,0.6455309987068176
2,11414,1141406,14,260,6,0.613519012928009
2,11414,1141407,14,260,4,1.315119981765747
2,11414,1141408,14,260,6,0.7726070284843445
2,11414,1141409,14,260,6,0.05560220032930374
2,11414,1141410,14,260,4,0.6199439764022827
2,11515,1151501,15,261,5,0.09391369670629501
2,11515,1151502,15,261,4,-1.4338300228118896
2,11515,1151503,15,261,6,0.8286719918251038
2,11515,1151504,15,261,5,0.10694699734449387
2,11515,1151505,15,261,6,0.07194620370864868
2,11515,1151506,15,261,6,0.29392099380493164
2,11515,1151507,15,261,6,0.35676899552345276
2,11515,1151508,15,261,6,1.5997200012207031
2,11515,1151509,15,261,4,0.38844799995422363
2,11515,1151510,15,261,4,1.3451100587844849
2,11616,1161601,16,262,4,-0.9206380248069763
2,11616,1161602,16,262,7,1.5838899612426758
2,11616,1161603,16,262,4,0.327688992023468
2,11616,1161604,16,262,5,-0.11061500012874603
2,11616,1161605,16,262,6,0.8008440136909485
2,11616,1161606,16,262,8,-0.32437899708747864
2,11616,1161607,16,262,4,-0.9188259840011597
2,11616,1161608,16,262,8,0.8267459869384766
2,11616,1161609,16,262,6,1.7441799640655518
2,11616,1161610,16,262,5,1.159890055656433
2,11717,1171701,17,263,4,-0.46442899107933044
2,11717,1171702,17,263,4,-1.4345200061798096
2,11717,1171703,17,263,4,0.11324000358581543
2,11717,1171704,17,263,4,0.25602400302886963
2,11717,1171705,17,263,5,1.3630499839782715
2,11717,1171706,17,263,8,0.8033679723739624
2,11717,1171707,17,263,4,-0.22453199326992035
2,11717,1171708,17,263,4,0.23405399918556213
2,11717,1171709,17,263,4,-0.044330500066280365
2,11717,1171710,17,263,5,1.582129955291748
2,11717,1171711,17,263,5,-0.97011399269104
2,11818,1181801,18,264,4,0.6053820252418518
2,11818,1181802,18,264,4,0.13691399991512299
2,11818,1181803,18,264,4,1.1574900150299072
2,11818,1181804,18,264,6,1.4181300401687622
2,11818,1181805,18,264,5,-0.5643069744110107
2,11818,1181806,18,264,4,-0.4550600051879883
2,11818,1181807,18,264,4,0.33118098974227905
2,11818,1181808,18,264,5,0.8559399843215942
2,11818,1181809,18,264,4,0.4099830090999603
2,11818,1181810,18,264,6,0.2656889855861664
2,11919,1191901,19,265,4,0.34766799211502075
2,11919,1191902,19,265,4,-0.5623120069503784
2,11919,1191903,19,265,6,-0.06565319746732712
2,11919,1191904,19,265,5,0.8452290296554565
2,11919,1191905,19,265,4,0.08678890019655228
2,11919,1191906,19,265,4,0.39409899711608887
2,11919,1191907,19,265,6,0.6615790128707886
2,11919,1191908,19,265,6,0.8571609854698181
2,11919,1191909,19,265,4,1.6522599458694458
2,11919,1191910,19,265,6,1.7872300148010254
2,12020,1202001,20,266,6,0.34976398944854736
2,12020,1202002,20,266,4,0.675915002822876
2,12020,1202003,20,266,6,0.32033801078796387
2,12020,1202004,20,266,4,-0.19265200197696686
2,12020,1202005,20,266,4,0.12505200505256653
2,12020,1202006,20,266,4,0.4356519877910614
2,12020,1202007,20,266,4,-0.2714099884033203
2,12020,1202008,20,266,6,-0.22592900693416595
2,12020,1202009,20,266,5,0.8023800253868103
2,12020,1202010,20,266,4,-1.3336800336837769
2,12020,1202011,20,266,4,0.5569130182266235
2,12121,1212101,21,267,5,-1.7986899614334106
2,12121,1212102,21,267,4,0.1785999983549118
2,12121,1212103,21,267,6,0.5942429900169373
2,12121,1212104,21,267,4,-0.08088339865207672
2,12121,1212105,21,267,4,0.6829000115394592
2,12121,1212106,21,267,6,0.2761160135269165
2,12121,1212107,21,267,4,-0.27689799666404724
2,12121,1212108,21,267,4,-0.1153549998998642
2,12121,1212109,21,267,8,0.4152570068836212
2,12121,1212110,21,267,4,0.2815299928188324
2,12222,1222201,22,268,5,-0.0644742026925087
2,12222,1222202,22,268,6,1.0694899559020996
2,12222,1222203,22,268,4,-0.08719280362129211
2,12222,1222204,22,268,8,0.4588170051574707
2,12222,1222205,22,268,5,0.377591997385025
2,12222,1222206,22,268,6,0.5941110253334045
2,12222,1222207,22,268,4,1.092769980430603
2,12222,1222208,22,268,4,1.6417800188064575
2,12222,1222209,22,268,6,1.1540299654006958
2,12222,1222210,22,268,4,0.9489759802818298
2,12323,1232301,23,269,5,1.553439974784851
2,12323,1232302,23,269,5,-1.199530005455017
2,12323,1232303,23,269,4,1.1811100244522095
2,12323,1232304,23,269,6,0.5443080067634583
2,12323,1232305,23,269,6,1.3225899934768677
2,12323,1232306,23,269,5,1.3409299850463867
2,12323,1232307,23,269,4,1.1091300249099731
2,12323,1232308,23,269,4,1.0249300003051758
2,12323,1232309,23,269,4,0.6306549906730652
2,12323,1232310,23,269,4,0.8767319917678833
2,12424,1242401,24,270,5,1.6852099895477295
2,12424,1242402,24,270,4,0.308432012796402
2,12424,1242403,24,270,4,0.5602539777755737
2,12424,1242404,24,270,6,1.167009949684143
2,12424,1242405,24,270,6,0.3884980082511902
2,12424,1242406,24,270,5,0.08491680026054382
2,12424,1242407,24,270,4,-0.17506399750709534
2,12424,1242408,24,270,6,-1.111240029335022
2,12424,1242409,24,270,6,0.4818490147590637
2,12424,1242410,24,270,8,0.73614501953125
2,12525,1252501,25,271,6,-1.0592800378799438
2,12525,1252502,25,271,4,0.14145199954509735
2,12525,1252503,25,271,4,0.25864100456237793
2,12525,1252504,25,271,5,0.24531300365924835
2,12525,1252505,25,271,6,0.46135300397872925
2,12525,1252506,25,271,4,0.971530020236969
2,12525,1252507,25,271,4,1.1739100217819214
2,12525,1252508,25,271,4,-0.023253699764609337
2,12525,1252509,25,271,5,-0.06380680203437805
2,12525,1252510,25,271,4,-1.0803200006484985
2,12626,1262601,26,272,6,-0.16355900466442108
2,12626,1262602,26,272,5,0.532293975353241
2,12626,1262603,26,272,6,-0.31472501158714294
2,12626,1262604,26,272,4,0.6730949878692627
2,12626,1262605,26,272,4,0.2024639993906021
2,12626,1262606,26,272,4,1.5924400091171265
2,12626,1262607,26,272,4,-0.017918400466442108
2,12626,1262608,26,272,4,0.8745729923248291
2,12626,1262609,26,272,4,-0.5839290022850037
2,12626,1262610,26,272,4,0.9101099967956543
2,12727,1272701,27,273,4,-1.4521700143814087
2,12727,1272702,27,273,4,-1.3119800090789795
2,12727,1272703,27,273,4,0.5442889928817749
2,12727,1272704,27,273,4,0.25224798917770386
2,12727,1272705,27,273,4,0.29122599959373474
2,12727,1272706,27,273,4,0.13564999401569366
2,12727,1272707,27,273,5,1.3136600255966187
2,12727,1272708,27,273,4,0.29354798793792725
2,12727,1272709,27,273,8,-0.4636940062046051
2,12727,1272710,27,273,4,0.15276700258255005
2,110101,11010101,1,274,6,-0.8776689767837524
2,110101,11010102,1,274,4,-0.14660100638866425
2,110101,11010103,1,274,4,0.4363130033016205
2,110101,11010104,1,274,4,0.25715601444244385
2,110101,11010105,1,274,6,0.4831329882144928
2,110101,11010106,1,274,4,0.36034300923347473
2,110101,11010107,1,274,6,-0.19959400594234467
2,110101,11010108,1,274,6,0.004043050110340118
2,110202,11020201,2,275,4,0.2643049955368042
2,110202,11020202,2,275,4,0.6207680106163025
2,110202,11020203,2,275,4,-0.49512800574302673
2,110202,11020204,2,275,4,-0.35431501269340515
2,110202,11020205,2,275,4,0.6199939846992493
2,110202,11020206,2,275,4,0.00929277017712593
2,110202,11020207,2,275,4,0.6240469813346863
2,110202,11020208,2,275,4,0.3975600004196167
2,110202,11020209,2,275,4,0.17947499454021454
2,110202,11020210,2,275,4,-0.10491999983787537
2,110303,11030301,3,276,4,0.11581700295209885
2,110303,11030302,3,276,4,-0.8186720013618469
2,110303,11030303,3,276,4,-0.43098899722099304
2,110303,11030304,3,276,4,0.6094849705696106
2,110303,11030305,3,276,4,0.4951080083847046
2,110303,11030306,3,276,NA,0.46500900387763977
2,110303,11030307,3,276,4,0.7056679725646973
2,110303,11030308,3,276,4,-0.390392005443573
2,110404,11040401,4,277,4,0.011947100050747395
2,110404,11040402,4,277,4,-0.07073520123958588
2,110404,11040403,4,277,4,0.3368009924888611
2,110404,11040404,4,277,4,0.29943299293518066
2,110404,11040405,4,277,5,0.923570990562439
2,110404,11040406,4,277,4,0.6306359767913818
2,110404,11040407,4,277,4,0.44303399324417114
2,110404,11040408,4,277,4,0.46158599853515625
2,110404,11040409,4,277,4,0.26214599609375
2,110404,11040410,4,277,4,-0.3690280020236969
2,110505,11050501,5,278,6,-1.0405499935150146
2,110505,11050502,5,278,NA,-4.329020023345947
2,110505,11050503,5,278,5,0.3929469883441925
2,110505,11050504,5,278,5,-0.4250729978084564
2,110505,11050505,5,278,6,-1.6117199659347534
2,110505,11050506,5,278,4,-1.2036399841308594
2,110505,11050507,5,278,4,0.7630159854888916
